# Experiment File Name : 040221_Bsal_D14_All_Live.eds,,,,,,,,,,,,,,,,,,,,,
# Created By :sarah.mcgrath@ufl.edu,,,,,,,,,,,,,,,,,,,,,
# Last Modified Date : 2021-04-02 12:26:51 PM,,,,,,,,,,,,,,,,,,,,,
# Instrument Type : QuantStudio 3 System,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Amp Score,Amp Status,Task,Cq,Cq Mean,Cq Standard Deviation,Quantity,Quantity Mean,Quantity Standard Deviation,Intercept,R-Squared,Slope,Efficiency,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline End,Omit
B1,Bsal100,ChytrMGB2,1.197,Amp,STANDARD,24.27,24.244,0.037,100000,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,20,FALSE
B2,Bsal100,ChytrMGB2,1.203,Amp,STANDARD,24.218,24.244,0.037,100000,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,19,FALSE
B3,D14_NA_B1.2,ChytrMGB2,1.219,Amp,UNKNOWN,35.431,35.431,-,15.725096,15.725,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,31,FALSE
B4,D14_NA_FD2.1,ChytrMGB2,1.231,Amp,UNKNOWN,31.855,31.855,-,232.44435,232.444,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,27,FALSE
B5,D14_NA_NG2.3,ChytrMGB2,1.24,Amp,UNKNOWN,30.808,30.808,-,511.25616,511.256,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,26,FALSE
B6,D14_NA_MC1.2,ChytrMGB2,1.233,Amp,UNKNOWN,37.324,37.324,-,3.7803547,3.78,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,33,FALSE
B7,D14_NA_DG2.1,ChytrMGB2,1.236,Amp,UNKNOWN,35.062,35.062,-,20.765875,20.766,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,30,FALSE
B8,D14_A_B2.3,ChytrMGB2,0,No Amp,UNKNOWN,Undetermined,-,-,-,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,49,FALSE
B9,D14_A_NG1.2,ChytrMGB2,1.226,Amp,UNKNOWN,35.697,35.697,-,12.871265,12.871,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,31,FALSE
B10,D14_A_CD2.1,ChytrMGB2,1.235,Amp,UNKNOWN,30.978,30.978,-,450.04703,450.047,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,26,FALSE
B11,D14_A_MC2.3,ChytrMGB2,1.231,Amp,UNKNOWN,28.091,28.091,-,3956.9583,3956.958,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,23,FALSE
C1,Bsal10,ChytrMGB2,1.22,Amp,STANDARD,27.196,27.206,0.013,10000,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,23,FALSE
C2,Bsal10,ChytrMGB2,1.232,Amp,STANDARD,27.215,27.206,0.013,10000,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,23,FALSE
C3,D14_NA_B1.3,ChytrMGB2,1.241,Amp,UNKNOWN,37.938,37.938,-,2.3810973,2.381,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,34,FALSE
C4,D14_NA_FD2.2,ChytrMGB2,1.247,Amp,UNKNOWN,31.543,31.543,-,294.0537,294.054,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,27,FALSE
C5,D14_NA_CD1.1,ChytrMGB2,1.246,Amp,UNKNOWN,37.449,37.449,-,3.4401069,3.44,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,32,FALSE
C6,D14_NA_MC1.3,ChytrMGB2,1.247,Amp,UNKNOWN,35.431,35.431,-,15.724327,15.724,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,31,FALSE
C7,D14_NA_DG2.2,ChytrMGB2,1.241,Amp,UNKNOWN,35.582,35.582,-,14.032356,14.032,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,31,FALSE
C8,D14_A_FD1.1,ChytrMGB2,1.237,Amp,UNKNOWN,33.582,33.582,-,63.30654,63.307,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,30,FALSE
C9,D14_A_NG1.3,ChytrMGB2,1.239,Amp,UNKNOWN,33.988,33.988,-,46.618675,46.619,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,30,FALSE
C10,D14_A_CD2.2,ChytrMGB2,1.246,Amp,UNKNOWN,31.739,31.739,-,253.61044,253.61,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,27,FALSE
C11,D14_A_DG1.1,ChytrMGB2,1.243,Amp,UNKNOWN,33.263,33.263,-,80.486946,80.487,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,29,FALSE
D1,Bsal1,ChytrMGB2,1.23,Amp,STANDARD,30.53,30.697,0.236,1000,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,26,FALSE
D2,Bsal1,ChytrMGB2,1.228,Amp,STANDARD,30.863,30.697,0.236,1000,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,27,FALSE
D3,D14_NA_B2.1,ChytrMGB2,0,No Amp,UNKNOWN,Undetermined,-,-,-,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,49,FALSE
D4,D14_NA_FD2.3,ChytrMGB2,1.251,Amp,UNKNOWN,32.626,32.626,-,130.05536,130.055,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,27,FALSE
D5,D14_NA_CD1.2,ChytrMGB2,1.246,Amp,UNKNOWN,35.799,35.799,-,11.918268,11.918,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,31,FALSE
D6,D14_NA_MC2.1,ChytrMGB2,1.245,Amp,UNKNOWN,35.394,35.394,-,16.172974,16.173,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,31,FALSE
D7,D14_NA_DG2.3,ChytrMGB2,1.243,Amp,UNKNOWN,35.463,35.463,-,15.357329,15.357,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,31,FALSE
D8,D14_A_FD1.2,ChytrMGB2,1.236,Amp,UNKNOWN,32.563,32.563,-,136.36671,136.367,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,28,FALSE
D9,D14_A_NG2.1,ChytrMGB2,1.243,Amp,UNKNOWN,32.996,32.996,-,98.42955,98.43,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,28,FALSE
D10,D14_A_CD2.3,ChytrMGB2,1.239,Amp,UNKNOWN,31.189,31.189,-,383.86154,383.862,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,27,FALSE
D11,D14_A_DG1.2,ChytrMGB2,1.24,Amp,UNKNOWN,35.933,35.933,-,10.779872,10.78,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,31,FALSE
E1,Bsal1,ChytrMGB2,1.224,Amp,STANDARD,30.804,30.878,0.104,100,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,26,FALSE
E2,Bsal1,ChytrMGB2,1.236,Amp,STANDARD,30.951,30.878,0.104,100,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,26,FALSE
E3,D14_NA_B2.2,ChytrMGB2,1.244,Amp,UNKNOWN,35.271,35.271,-,17.742022,17.742,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,30,FALSE
E4,D14_NA_NG1.1,ChytrMGB2,1.245,Amp,UNKNOWN,34.481,34.481,-,32.15754,32.158,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,30,FALSE
E5,D14_NA_CD1.3,ChytrMGB2,0,No Amp,UNKNOWN,Undetermined,-,-,-,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,49,FALSE
E6,D14_NA_MC2.2,ChytrMGB2,1.242,Amp,UNKNOWN,36.258,36.258,-,8.434432,8.434,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,31,FALSE
E7,D14_A_B1.1,ChytrMGB2,0,No Amp,UNKNOWN,Undetermined,-,-,-,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,49,FALSE
E8,D14_A_FD1.3,ChytrMGB2,1.246,Amp,UNKNOWN,34.047,34.047,-,44.60115,44.601,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,30,FALSE
E9,D14_A_NG2.2,ChytrMGB2,1.249,Amp,UNKNOWN,33.004,33.004,-,97.827354,97.827,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,29,FALSE
E10,D14_A_MC1.1,ChytrMGB2,1.251,Amp,UNKNOWN,32.754,32.754,-,118.10119,118.101,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,28,FALSE
E11,D14_A_DG1.3,ChytrMGB2,1.248,Amp,UNKNOWN,31.92,31.92,-,221.37794,221.378,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,27,FALSE
F1,Bsal0.1,ChytrMGB2,1.211,Amp,STANDARD,37.043,36.524,0.691,10,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,33,FALSE
F2,Bsal0.1,ChytrMGB2,1.214,Amp,STANDARD,35.507,36.524,0.691,10,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,31,FALSE
F3,D14_NA_B2.3,ChytrMGB2,1.232,Amp,UNKNOWN,36.002,36.002,-,10.23054,10.231,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,31,FALSE
F4,D14_NA_NG1.2,ChytrMGB2,1.249,Amp,UNKNOWN,34.646,34.646,-,28.399101,28.399,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,30,FALSE
F5,D14_NA_CD2.1,ChytrMGB2,1.249,Amp,UNKNOWN,33.01,33.01,-,97.40807,97.408,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,29,FALSE
F6,D14_NA_MC2.3,ChytrMGB2,1.251,Amp,UNKNOWN,38.672,38.672,-,1.369579,1.37,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,34,FALSE
F7,D14_A_B1.2,ChytrMGB2,0,No Amp,UNKNOWN,Undetermined,-,-,-,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,49,FALSE
F8,D14_A_FD2.1,ChytrMGB2,1.246,Amp,UNKNOWN,30.66,30.66,-,571.72186,571.722,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,26,FALSE
F9,D14_A_NG2.3,ChytrMGB2,1.247,Amp,UNKNOWN,32.941,32.941,-,102.55913,102.559,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,29,FALSE
F10,D14_A_MC1.2,ChytrMGB2,1.25,Amp,UNKNOWN,31.708,31.708,-,259.75198,259.752,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,28,FALSE
F11,D14_A_DG2.1,ChytrMGB2,1.254,Amp,UNKNOWN,33.391,33.391,-,73.115166,73.115,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,29,FALSE
G1,Bsal0.1,ChytrMGB2,1.215,Amp,STANDARD,36.732,36.524,0.691,10,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,32,FALSE
G2,Bsal0.1,ChytrMGB2,1.221,Amp,STANDARD,36.816,36.524,0.691,10,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,32,FALSE
G3,D14_NA_FD1.1,ChytrMGB2,1.231,Amp,UNKNOWN,37.511,37.511,-,3.2842767,3.284,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,33,FALSE
G4,D14_NA_NG1.3,ChytrMGB2,1.237,Amp,UNKNOWN,34.254,34.254,-,38.171906,38.172,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,30,FALSE
G5,D14_NA_CD2.2,ChytrMGB2,1.239,Amp,UNKNOWN,34.603,34.603,-,29.347082,29.347,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,30,FALSE
G6,D14_NA_DG1.1,ChytrMGB2,0,No Amp,UNKNOWN,Undetermined,-,-,-,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,49,FALSE
G7,D14_A_B1.3,ChytrMGB2,0,No Amp,UNKNOWN,Undetermined,-,-,-,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,49,FALSE
G8,D14_A_FD2.2,ChytrMGB2,1.246,Amp,UNKNOWN,31.91,31.91,-,223.08232,223.082,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,27,FALSE
G9,D14_A_CD1.1,ChytrMGB2,1.231,Amp,UNKNOWN,35.771,35.771,-,12.173983,12.174,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,31,FALSE
G10,D14_A_MC1.3,ChytrMGB2,0,No Amp,UNKNOWN,Undetermined,-,-,-,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,49,FALSE
G11,D14_A_DG2.2,ChytrMGB2,1.249,Amp,UNKNOWN,32.784,32.784,-,115.4837,115.484,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,28,FALSE
H1,neg,ChytrMGB2,0,No Amp,NTC,Undetermined,-,-,-,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,49,FALSE
H2,neg,ChytrMGB2,0,No Amp,NTC,Undetermined,-,-,-,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,49,FALSE
H3,D14_NA_FD1.2,ChytrMGB2,1.229,Amp,UNKNOWN,37.448,37.448,-,3.4436865,3.444,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,32,FALSE
H4,D14_NA_NG2.1,ChytrMGB2,1.235,Amp,UNKNOWN,30.948,30.948,-,460.4241,460.424,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,26,FALSE
H5,D14_NA_CD2.3,ChytrMGB2,1.236,Amp,UNKNOWN,33.808,33.808,-,53.381477,53.381,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,30,FALSE
H6,D14_NA_DG1.2,ChytrMGB2,1.245,Amp,UNKNOWN,37.251,37.251,-,3.993689,3.994,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,32,FALSE
H7,D14_A_B2.1,ChytrMGB2,0,No Amp,UNKNOWN,Undetermined,-,-,-,-,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,49,FALSE
H8,D14_A_FD2.3,ChytrMGB2,1.245,Amp,UNKNOWN,31.347,31.347,-,340.8226,340.823,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,26,FALSE
H9,D14_A_CD1.2,ChytrMGB2,1.254,Amp,UNKNOWN,34.897,34.897,-,23.523024,23.523,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,31,FALSE
H10,D14_A_MC2.1,ChytrMGB2,1.249,Amp,UNKNOWN,28.222,28.222,-,3585.027,3585.027,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,24,FALSE
H11,D14_A_DG2.3,ChytrMGB2,1.247,Amp,UNKNOWN,32.486,32.486,-,144.5182,144.518,-,39.0896,0.9693,-3.0573,112.36649,TRUE,0.105,TRUE,3,28,FALSE
