# Experiment File Name : 031221_Bsal_All_Live_D1.eds,,,,,,,,,,,,,,,,,,,,,
# Created By :sarah.mcgrath@ufl.edu,,,,,,,,,,,,,,,,,,,,,
# Last Modified Date : 2021-03-12 02:24:17 PM,,,,,,,,,,,,,,,,,,,,,
# Instrument Type : QuantStudio 3 System,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Amp Score,Amp Status,Task,Cq,Cq Mean,Cq Standard Deviation,Quantity,Quantity Mean,Quantity Standard Deviation,Intercept,R-Squared,Slope,Efficiency,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline End,Omit
B7,D1_NA_DG2.1,ChytrMGB2,1.282,Amp,UNKNOWN,32.951,32.951,-,71.477036,71.477,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,28,FALSE
B8,D1_A_B2.3,ChytrMGB2,1.289,Amp,UNKNOWN,28.926,28.926,-,1556.5156,1556.516,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,25,FALSE
B9,D1_A_NG1.2,ChytrMGB2,1.287,Amp,UNKNOWN,33.27,33.27,-,55.96694,55.967,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,29,FALSE
B10,D1_A_CD2.1,ChytrMGB2,1.284,Amp,UNKNOWN,29.005,29.005,-,1465.0824,1465.082,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,25,FALSE
B11,D1_A_MC2.3,ChytrMGB2,1.283,Amp,UNKNOWN,29.539,29.539,-,973.6721,973.672,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,25,FALSE
C1,Bsal10,ChytrMGB2,1.286,Amp,STANDARD,27.052,27.009,0.061,10000,-,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,23,FALSE
C2,Bsal10,ChytrMGB2,1.289,Amp,STANDARD,26.965,27.009,0.061,10000,-,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,22,FALSE
C3,D1_NA_B1.3,ChytrMGB2,1.288,Amp,UNKNOWN,31.281,31.281,-,256.52426,256.524,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,27,FALSE
C4,D1_NA_FD2.2,ChytrMGB2,1.293,Amp,UNKNOWN,30.985,30.985,-,321.8226,321.823,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,26,FALSE
C5,D1_NA_CD1.1,ChytrMGB2,1.291,Amp,UNKNOWN,31.99,31.99,-,149.15596,149.156,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,27,FALSE
C6,D1_NA_MC1.3,ChytrMGB2,1.291,Amp,UNKNOWN,33.786,33.786,-,37.714027,37.714,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,29,FALSE
C7,D1_NA_DG2.2,ChytrMGB2,1.285,Amp,UNKNOWN,32.029,32.029,-,144.76764,144.768,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,27,FALSE
C8,D1_A_FD1.1,ChytrMGB2,1.289,Amp,UNKNOWN,33.188,33.188,-,59.589855,59.59,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,28,FALSE
C9,D1_A_NG1.3,ChytrMGB2,1.288,Amp,UNKNOWN,33.376,33.376,-,51.618538,51.619,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,29,FALSE
C10,D1_A_CD2.2,ChytrMGB2,1.289,Amp,UNKNOWN,29.415,29.415,-,1070.6294,1070.629,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,25,FALSE
C11,D1_A_DG1.1,ChytrMGB2,1.286,Amp,UNKNOWN,32.479,32.479,-,102.54799,102.548,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,27,FALSE
D1,Bsal1,ChytrMGB2,1.293,Amp,STANDARD,30.481,30.452,0.04,1000,-,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,26,FALSE
D2,Bsal1,ChytrMGB2,1.291,Amp,STANDARD,30.424,30.452,0.04,1000,-,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,26,FALSE
D3,D1_NA_B2.1,ChytrMGB2,1.298,Amp,UNKNOWN,29.17,29.17,-,1291.8643,1291.864,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,24,FALSE
D4,D1_NA_FD2.3,ChytrMGB2,1.296,Amp,UNKNOWN,30.46,30.46,-,481.07568,481.076,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,25,FALSE
D5,D1_NA_CD1.2,ChytrMGB2,1.296,Amp,UNKNOWN,32.999,32.999,-,68.87398,68.874,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,27,FALSE
D6,D1_NA_MC2.1,ChytrMGB2,1.301,Amp,UNKNOWN,32.197,32.197,-,127.24778,127.248,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,28,FALSE
D7,D1_NA_DG2.3,ChytrMGB2,1.291,Amp,UNKNOWN,32.726,32.726,-,84.892136,84.892,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,28,FALSE
D8,D1_A_FD1.2,ChytrMGB2,1.29,Amp,UNKNOWN,32.247,32.247,-,122.516304,122.516,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,27,FALSE
D9,D1_A_NG2.1,ChytrMGB2,1.297,Amp,UNKNOWN,30.624,30.624,-,424.2497,424.25,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,25,FALSE
D10,D1_A_CD2.3,ChytrMGB2,1.292,Amp,UNKNOWN,30.47,30.47,-,477.43463,477.435,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,26,FALSE
D11,D1_A_DG1.2,ChytrMGB2,1.295,Amp,UNKNOWN,33.531,33.531,-,45.825863,45.826,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,29,FALSE
E1,Bsal1,ChytrMGB2,1.294,Amp,STANDARD,30.808,30.632,0.249,100,-,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,26,FALSE
E2,Bsal1,ChytrMGB2,1.3,Amp,STANDARD,30.456,30.632,0.249,100,-,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,26,FALSE
E3,D1_NA_B2.2,ChytrMGB2,1.3,Amp,UNKNOWN,29.165,29.165,-,1296.7725,1296.772,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,25,FALSE
E4,D1_NA_NG1.1,ChytrMGB2,1.301,Amp,UNKNOWN,32.767,32.767,-,82.2737,82.274,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,28,FALSE
E5,D1_NA_CD1.3,ChytrMGB2,1.304,Amp,UNKNOWN,33.098,33.098,-,63.83518,63.835,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,29,FALSE
E6,D1_NA_MC2.2,ChytrMGB2,1.305,Amp,UNKNOWN,31.122,31.122,-,289.7626,289.763,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,26,FALSE
E7,D1_A_B1.1,ChytrMGB2,1.294,Amp,UNKNOWN,33.4,33.4,-,50.649555,50.65,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,29,FALSE
E8,D1_A_FD1.3,ChytrMGB2,1.299,Amp,UNKNOWN,32.704,32.704,-,86.329956,86.33,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,27,FALSE
E9,D1_A_NG2.2,ChytrMGB2,1.302,Amp,UNKNOWN,29.672,29.672,-,879.26447,879.264,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,25,FALSE
E10,D1_A_MC1.1,ChytrMGB2,1.297,Amp,UNKNOWN,33.13,33.13,-,62.284996,62.285,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,28,FALSE
E11,D1_A_DG1.3,ChytrMGB2,1.296,Amp,UNKNOWN,32.543,32.543,-,97.62076,97.621,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,27,FALSE
F1,Bsal0.1,ChytrMGB2,1.293,Amp,STANDARD,35.661,35.876,0.177,10,-,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,30,FALSE
F2,Bsal0.1,ChytrMGB2,1.288,Amp,STANDARD,35.946,35.876,0.177,10,-,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,32,FALSE
F3,D1_NA_B2.3,ChytrMGB2,1.306,Amp,UNKNOWN,28.252,28.252,-,2607.837,2607.837,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,23,FALSE
F4,D1_NA_NG1.2,ChytrMGB2,1.306,Amp,UNKNOWN,32.517,32.517,-,99.642456,99.642,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,28,FALSE
F5,D1_NA_CD2.1,ChytrMGB2,1.306,Amp,UNKNOWN,29.537,29.537,-,975.55914,975.559,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,25,FALSE
F6,D1_NA_MC2.3,ChytrMGB2,1.306,Amp,UNKNOWN,29.58,29.58,-,943.6137,943.614,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,25,FALSE
F7,D1_A_B1.2,ChytrMGB2,1.298,Amp,UNKNOWN,30.035,30.035,-,666.32166,666.322,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,26,FALSE
F8,D1_A_FD2.1,ChytrMGB2,1.297,Amp,UNKNOWN,29.289,29.289,-,1178.8534,1178.853,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,25,FALSE
F9,D1_A_NG2.3,ChytrMGB2,1.299,Amp,UNKNOWN,30.838,30.838,-,360.0589,360.059,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,26,FALSE
F10,D1_A_MC1.2,ChytrMGB2,1.297,Amp,UNKNOWN,31.993,31.993,-,148.72447,148.724,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,27,FALSE
F11,D1_A_DG2.1,ChytrMGB2,1.298,Amp,UNKNOWN,28.684,28.684,-,1873.2897,1873.29,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,24,FALSE
G1,Bsal0.1,ChytrMGB2,1.287,Amp,STANDARD,36.076,35.876,0.177,10,-,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,32,FALSE
G2,Bsal0.1,ChytrMGB2,1.292,Amp,STANDARD,35.821,35.876,0.177,10,-,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,31,FALSE
G3,D1_NA_FD1.1,ChytrMGB2,1.302,Amp,UNKNOWN,32.938,32.938,-,72.17806,72.178,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,29,FALSE
G4,D1_NA_NG1.3,ChytrMGB2,1.301,Amp,UNKNOWN,32.947,32.947,-,71.673935,71.674,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,28,FALSE
G5,D1_NA_CD2.2,ChytrMGB2,1.303,Amp,UNKNOWN,27.64,27.64,-,4167.6006,4167.601,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,24,FALSE
G6,D1_NA_DG1.1,ChytrMGB2,1.304,Amp,UNKNOWN,35.286,35.286,-,11.959366,11.959,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,31,FALSE
G7,D1_A_B1.3,ChytrMGB2,1.293,Amp,UNKNOWN,32.751,32.751,-,83.292946,83.293,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,28,FALSE
G8,D1_A_FD2.2,ChytrMGB2,1.3,Amp,UNKNOWN,29.207,29.207,-,1255.2083,1255.208,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,25,FALSE
G9,D1_A_CD1.1,ChytrMGB2,1.294,Amp,UNKNOWN,33.731,33.731,-,39.335587,39.336,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,29,FALSE
G10,D1_A_MC1.3,ChytrMGB2,1.301,Amp,UNKNOWN,33.41,33.41,-,50.29095,50.291,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,29,FALSE
G11,D1_A_DG2.2,ChytrMGB2,1.291,Amp,UNKNOWN,29.856,29.856,-,763.74255,763.743,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,25,FALSE
H1,neg,ChytrMGB2,0,No Amp,NTC,Undetermined,-,-,-,-,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,49,FALSE
H2,neg,ChytrMGB2,0,No Amp,NTC,Undetermined,-,-,-,-,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,49,FALSE
H3,D1_NA_FD1.2,ChytrMGB2,1.297,Amp,UNKNOWN,34.436,34.436,-,22.924393,22.924,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,29,FALSE
H4,D1_NA_NG2.1,ChytrMGB2,1.3,Amp,UNKNOWN,29.436,29.436,-,1053.9194,1053.919,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,25,FALSE
H5,D1_NA_CD2.3,ChytrMGB2,1.293,Amp,UNKNOWN,28.166,28.166,-,2786.4143,2786.414,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,24,FALSE
H6,D1_NA_DG1.2,ChytrMGB2,1.296,Amp,UNKNOWN,33.644,33.644,-,42.028934,42.029,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,29,FALSE
H7,D1_A_B2.1,ChytrMGB2,1.296,Amp,UNKNOWN,29.103,29.103,-,1359.8657,1359.866,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,25,FALSE
H8,D1_A_FD2.3,ChytrMGB2,1.295,Amp,UNKNOWN,29.469,29.469,-,1026.9603,1026.96,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,25,FALSE
H9,D1_A_CD1.2,ChytrMGB2,1.296,Amp,UNKNOWN,33.159,33.159,-,60.937202,60.937,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,29,FALSE
H10,D1_A_MC2.1,ChytrMGB2,1.292,Amp,UNKNOWN,29.051,29.051,-,1414.3431,1414.343,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,25,FALSE
H11,D1_A_DG2.3,ChytrMGB2,1.286,Amp,UNKNOWN,29.404,29.404,-,1079.6422,1079.642,-,38.5273,0.9755,-3.0077,115.02055,TRUE,0.12,TRUE,3,25,FALSE
