# Experiment File Name : Bd_All_Live_D14.eds,,,,,,,,,,,,,,,,,,,,,
# Created By :sarah.mcgrath@ufl.edu,,,,,,,,,,,,,,,,,,,,,
# Last Modified Date : 2021-01-29 01:31:13 PM,,,,,,,,,,,,,,,,,,,,,
# Instrument Type : QuantStudio 3 System,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Amp Score,Amp Status,Task,Cq,Cq Mean,Cq Standard Deviation,Quantity,Quantity Mean,Quantity Standard Deviation,Intercept,R-Squared,Slope,Efficiency,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline End,Omit
G3,D14_NA_FD1.1,ChytrMGB2,1.51,Amp,UNKNOWN,40.392,40.392,-,12.352147,12.352,-,44.3386,0.9795,-3.6151,89.06778,TRUE,0.409,TRUE,3,33,FALSE
G4,D14_NA_NG1.3,ChytrMGB2,0,No Amp,UNKNOWN,Undetermined,-,-,-,-,-,44.3386,0.9795,-3.6151,89.06778,TRUE,0.409,TRUE,3,49,FALSE
G5,D14_NA_CD2.2,ChytrMGB2,1.509,Amp,UNKNOWN,33.401,33.401,-,1060.7932,1060.793,-,44.3386,0.9795,-3.6151,89.06778,TRUE,0.409,TRUE,3,28,FALSE
G6,D14_NA_DG1.1,ChytrMGB2,0,No Amp,UNKNOWN,Undetermined,-,-,-,-,-,44.3386,0.9795,-3.6151,89.06778,TRUE,0.409,TRUE,3,49,FALSE
G7,D14_A_B1.3,ChytrMGB2,1.514,Amp,UNKNOWN,33.545,33.545,-,967.582,967.582,-,44.3386,0.9795,-3.6151,89.06778,TRUE,0.409,TRUE,3,27,FALSE
G8,D14_A_FD2.2,ChytrMGB2,1.515,Amp,UNKNOWN,27.701,27.701,-,40022.758,40022.758,-,44.3386,0.9795,-3.6151,89.06778,TRUE,0.409,TRUE,3,21,FALSE
G9,D14_A_CD1.1,ChytrMGB2,1.493,Amp,UNKNOWN,37.351,37.351,-,85.663345,85.663,-,44.3386,0.9795,-3.6151,89.06778,TRUE,0.409,TRUE,3,30,FALSE
G10,D14_A_MC1.3,ChytrMGB2,1.515,Amp,UNKNOWN,36.985,36.985,-,108.14429,108.144,-,44.3386,0.9795,-3.6151,89.06778,TRUE,0.409,TRUE,3,30,FALSE
G11,D14_A_DG2.2,ChytrMGB2,1.511,Amp,UNKNOWN,30.272,30.272,-,7781.975,7781.975,-,44.3386,0.9795,-3.6151,89.06778,TRUE,0.409,TRUE,3,24,FALSE
H1,neg,ChytrMGB2,1.496,Amp,NTC,40.242,-,-,-,-,-,44.3386,0.9795,-3.6151,89.06778,TRUE,0.409,TRUE,3,33,FALSE
H2,neg,ChytrMGB2,0,No Amp,NTC,Undetermined,-,-,-,-,-,44.3386,0.9795,-3.6151,89.06778,TRUE,0.409,TRUE,3,49,FALSE
H3,D14_NA_FD1.2,ChytrMGB2,1.502,Amp,UNKNOWN,37.943,37.943,-,58.76289,58.763,-,44.3386,0.9795,-3.6151,89.06778,TRUE,0.409,TRUE,3,32,FALSE
H4,D14_NA_NG2.1,ChytrMGB2,1.511,Amp,UNKNOWN,35.592,35.592,-,262.63162,262.632,-,44.3386,0.9795,-3.6151,89.06778,TRUE,0.409,TRUE,3,29,FALSE
H5,D14_NA_CD2.3,ChytrMGB2,1.511,Amp,UNKNOWN,35.525,35.525,-,274.0768,274.077,-,44.3386,0.9795,-3.6151,89.06778,TRUE,0.409,TRUE,3,29,FALSE
H6,D14_NA_DG1.2,ChytrMGB2,0,No Amp,UNKNOWN,Undetermined,-,-,-,-,-,44.3386,0.9795,-3.6151,89.06778,TRUE,0.409,TRUE,3,49,FALSE
H7,D14_A_B2.1,ChytrMGB2,1.511,Amp,UNKNOWN,21.043,21.043,-,2780343.8,2780343.8,-,44.3386,0.9795,-3.6151,89.06778,TRUE,0.409,TRUE,3,15,FALSE
H8,D14_A_FD2.3,ChytrMGB2,1.516,Amp,UNKNOWN,27.703,27.703,-,39968.29,39968.29,-,44.3386,0.9795,-3.6151,89.06778,TRUE,0.409,TRUE,3,21,FALSE
H9,D14_A_CD1.2,ChytrMGB2,1.51,Amp,UNKNOWN,36.476,36.476,-,149.63956,149.64,-,44.3386,0.9795,-3.6151,89.06778,TRUE,0.409,TRUE,3,30,FALSE
H10,D14_A_MC2.1,ChytrMGB2,1.508,Amp,UNKNOWN,28.349,28.349,-,26480.92,26480.92,-,44.3386,0.9795,-3.6151,89.06778,TRUE,0.409,TRUE,3,22,FALSE
H11,D14_A_DG2.3,ChytrMGB2,1.512,Amp,UNKNOWN,28.478,28.478,-,24388.71,24388.71,-,44.3386,0.9795,-3.6151,89.06778,TRUE,0.409,TRUE,3,21,FALSE
